bug_id,title,description,error_code,bug_category,bug_domain,tech_stack,severity,environment,developer_role,root_cause,suggested_fix,explanation,created_at
BUG_000101,Performance Bug detected in system,This issue relates to a performance bug occurring in the application.,500.0,Performance Bug,Backend Systems,Node.js,Medium,Staging,QA Engineer,Misconfiguration or logic issue related to performance bug,Review and fix the performance bug according to best practices,This bug requires a qa engineer due to its nature.,2025-04-23
BUG_000102,Security Vulnerability detected in system,This issue relates to a security vulnerability occurring in the application.,503.0,Security Vulnerability,Web Development,React,Critical,Development,Mobile Developer,Misconfiguration or logic issue related to security vulnerability,Review and fix the security vulnerability according to best practices,This bug requires a mobile developer due to its nature.,2025-11-25
BUG_000103,UI Bug detected in system,This issue relates to a ui bug occurring in the application.,503.0,UI Bug,Mobile,AWS,Low,Staging,Frontend Developer,Misconfiguration or logic issue related to ui bug,Review and fix the ui bug according to best practices,This bug requires a frontend developer due to its nature.,2025-12-08
BUG_000104,Memory Leak detected in system,This issue relates to a memory leak occurring in the application.,401.0,Memory Leak,Backend Systems,Flask,Medium,Development,Backend Developer,Misconfiguration or logic issue related to memory leak,Review and fix the memory leak according to best practices,This bug requires a backend developer due to its nature.,2025-09-18
BUG_000105,Backend Logic Bug detected in system,This issue relates to a backend logic bug occurring in the application.,503.0,Backend Logic Bug,Web Development,GCP,Low,Development,Full-Stack Developer,Misconfiguration or logic issue related to backend logic bug,Review and fix the backend logic bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-11-22
BUG_000106,Authentication Bug detected in system,This issue relates to a authentication bug occurring in the application.,401.0,Authentication Bug,Data,Node.js,Critical,Development,DevOps Engineer,Misconfiguration or logic issue related to authentication bug,Review and fix the authentication bug according to best practices,This bug requires a devops engineer due to its nature.,2025-04-01
BUG_000107,API Bug detected in system,This issue relates to a api bug occurring in the application.,,API Bug,Mobile,Laravel,Critical,Development,Mobile Developer,Misconfiguration or logic issue related to api bug,Review and fix the api bug according to best practices,This bug requires a mobile developer due to its nature.,2025-10-04
BUG_000108,Frontend Routing Bug detected in system,This issue relates to a frontend routing bug occurring in the application.,,Frontend Routing Bug,Backend Systems,Kubernetes,Medium,Staging,Frontend Developer,Misconfiguration or logic issue related to frontend routing bug,Review and fix the frontend routing bug according to best practices,This bug requires a frontend developer due to its nature.,2025-09-30
BUG_000109,Memory Leak detected in system,This issue relates to a memory leak occurring in the application.,400.0,Memory Leak,Cloud,Node.js,Medium,Production,DevOps Engineer,Misconfiguration or logic issue related to memory leak,Review and fix the memory leak according to best practices,This bug requires a devops engineer due to its nature.,2025-07-11
BUG_000110,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,,Authorization Bug,DevOps,Angular,Critical,Development,Mobile Developer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a mobile developer due to its nature.,2025-11-30
BUG_000111,API Bug detected in system,This issue relates to a api bug occurring in the application.,403.0,API Bug,Cloud,PostgreSQL,Medium,Development,DevOps Engineer,Misconfiguration or logic issue related to api bug,Review and fix the api bug according to best practices,This bug requires a devops engineer due to its nature.,2025-08-13
BUG_000112,Logging Bug detected in system,This issue relates to a logging bug occurring in the application.,503.0,Logging Bug,Cloud,Spring Boot,Medium,Production,Mobile Developer,Misconfiguration or logic issue related to logging bug,Review and fix the logging bug according to best practices,This bug requires a mobile developer due to its nature.,2026-01-10
BUG_000113,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,,Authorization Bug,Backend Systems,Angular,Low,Staging,Security Engineer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a security engineer due to its nature.,2025-11-24
BUG_000114,CI/CD Bug detected in system,This issue relates to a ci/cd bug occurring in the application.,,CI/CD Bug,Backend Systems,Vue,Critical,Production,Full-Stack Developer,Misconfiguration or logic issue related to ci/cd bug,Review and fix the ci/cd bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-09-05
BUG_000115,Concurrency Bug detected in system,This issue relates to a concurrency bug occurring in the application.,400.0,Concurrency Bug,DevOps,Kubernetes,High,Production,QA Engineer,Misconfiguration or logic issue related to concurrency bug,Review and fix the concurrency bug according to best practices,This bug requires a qa engineer due to its nature.,2025-10-26
BUG_000116,API Bug detected in system,This issue relates to a api bug occurring in the application.,,API Bug,DevOps,Angular,Medium,Production,Cloud Engineer,Misconfiguration or logic issue related to api bug,Review and fix the api bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-07-24
BUG_000117,API Bug detected in system,This issue relates to a api bug occurring in the application.,500.0,API Bug,Web Development,Azure,Critical,Production,Cloud Engineer,Misconfiguration or logic issue related to api bug,Review and fix the api bug according to best practices,This bug requires a cloud engineer due to its nature.,2025-06-19
BUG_000118,Authorization Bug detected in system,This issue relates to a authorization bug occurring in the application.,403.0,Authorization Bug,Web Development,Spring Boot,Low,Development,Frontend Developer,Misconfiguration or logic issue related to authorization bug,Review and fix the authorization bug according to best practices,This bug requires a frontend developer due to its nature.,2025-12-21
BUG_000119,Deployment Bug detected in system,This issue relates to a deployment bug occurring in the application.,400.0,Deployment Bug,Mobile,Angular,Critical,Development,Frontend Developer,Misconfiguration or logic issue related to deployment bug,Review and fix the deployment bug according to best practices,This bug requires a frontend developer due to its nature.,2025-11-06
BUG_000120,Cloud Configuration Bug detected in system,This issue relates to a cloud configuration bug occurring in the application.,500.0,Cloud Configuration Bug,DevOps,Azure,Medium,Staging,QA Engineer,Misconfiguration or logic issue related to cloud configuration bug,Review and fix the cloud configuration bug according to best practices,This bug requires a qa engineer due to its nature.,2025-11-07
BUG_000121,API Bug detected in system,This issue relates to a api bug occurring in the application.,,API Bug,Cloud,MongoDB,Low,Development,Full-Stack Developer,Misconfiguration or logic issue related to api bug,Review and fix the api bug according to best practices,This bug requires a full-stack developer due to its nature.,2025-11-06
