ai_model_name,query_category,ai_confidence_percentage,response_character_count,has_cited_sources,contains_hedging_words,includes_disclaimer,answer_detail_level,respondent_age_bracket,education_level,digital_literacy_score,ai_familiarity_level,decision_importance,urgency_level,belief_alignment_status,subject_matter_expertise,trust_score_out_of_10,performed_fact_check,fact_check_method_used,verification_duration_mins,answer_accuracy_percentage,trust_calibration_valid,user_skepticism_category
Claude,recipe_cooking,87.01,307,FALSE,TRUE,FALSE,Very Specific,45-54,High School,Low,Advanced,Critical,None,FALSE,TRUE,6.4,TRUE,Academic Paper,30.3,72.08,TRUE,Skeptical
Mistral,creative_writing,66.35,322,TRUE,TRUE,TRUE,Very Specific,25-34,Professional,Medium,Expert,Low,High,,TRUE,8.2,FALSE,,0,60.35,FALSE,Blind Trust
Gemini,general_knowledge,77.52,357,FALSE,FALSE,TRUE,Vague,65+,PhD,High,First Time,Low,Low,FALSE,TRUE,8,FALSE,,0,79.26,TRUE,Blind Trust
Claude,technical_coding,94.76,595,FALSE,FALSE,TRUE,Very Specific,25-34,Masters,Low,Expert,Low,Medium,TRUE,FALSE,10,FALSE,,0,93.69,TRUE,Blind Trust
ChatGPT-3.5,factual_historical,80.42,422,TRUE,FALSE,FALSE,Very Specific,25-34,Professional,Expert,Intermediate,High,High,FALSE,TRUE,7.1,TRUE,Asked Colleague,43.5,73.44,TRUE,Skeptical
Claude,legal_advice,69.66,233,TRUE,FALSE,TRUE,Moderate,25-34,High School,Low,Intermediate,Critical,High,,FALSE,7.6,TRUE,Personal Testing,32.8,83.54,TRUE,Skeptical
Llama,opinion_based,49.78,453,FALSE,FALSE,FALSE,Specific,18-24,Professional,Low,Beginner,Low,Low,TRUE,TRUE,8.8,TRUE,Asked Colleague,21.6,29.97,FALSE,Moderate Trust
Gemini,general_knowledge,83.74,186,TRUE,TRUE,TRUE,Very Specific,65+,Masters,Expert,Advanced,Low,Low,TRUE,FALSE,10,FALSE,,0,82.74,TRUE,Blind Trust
Mistral,scientific_facts,87.25,441,TRUE,TRUE,FALSE,Very Specific,45-54,Professional,Expert,Expert,Low,Low,FALSE,TRUE,8.5,TRUE,Asked Colleague,3.3,80.27,TRUE,Moderate Trust
Gemini,general_knowledge,83.45,124,FALSE,TRUE,FALSE,Moderate,55-64,PhD,High,First Time,Medium,High,,TRUE,8.8,FALSE,,0,96.22,TRUE,Blind Trust
GPT-4,recipe_cooking,75.46,740,FALSE,FALSE,TRUE,Very Specific,18-24,Masters,Expert,Advanced,Medium,Medium,,TRUE,7.5,TRUE,Consulted Documentation,20.8,75.04,TRUE,Skeptical
Llama,medical_advice,64.79,155,FALSE,TRUE,TRUE,Specific,35-44,Professional,Medium,Advanced,Critical,Low,,FALSE,5.6,TRUE,Personal Testing,8.3,50.55,TRUE,Skeptical
GPT-4,scientific_facts,78.76,317,FALSE,FALSE,FALSE,Specific,65+,Bachelors,Expert,Intermediate,High,Low,,TRUE,7.4,TRUE,Personal Testing,19.2,67.91,TRUE,Skeptical
ChatGPT-3.5,math_calculation,86.3,108,FALSE,TRUE,TRUE,Moderate,45-54,Professional,Expert,Intermediate,Low,Low,,FALSE,8.7,FALSE,,0,82.08,TRUE,Blind Trust
GPT-4,recipe_cooking,78.74,749,FALSE,FALSE,FALSE,Very Specific,55-64,Bachelors,Medium,First Time,Critical,High,FALSE,FALSE,7.1,TRUE,Checked Official Source,26.8,81.27,TRUE,Skeptical
Mistral,technical_coding,80.85,474,TRUE,FALSE,FALSE,Vague,65+,Bachelors,High,Advanced,Low,Low,FALSE,TRUE,8.7,TRUE,Checked Official Source,38,94.29,TRUE,Moderate Trust
Gemini,recipe_cooking,78.42,791,TRUE,TRUE,TRUE,Very Specific,55-64,PhD,Expert,Beginner,Low,None,FALSE,TRUE,9.1,TRUE,Google Search,11.5,68.02,FALSE,Moderate Trust
Llama,general_knowledge,82.62,92,FALSE,TRUE,FALSE,Moderate,55-64,Professional,Expert,Beginner,High,Low,,TRUE,8.1,TRUE,Checked Official Source,7.5,93.63,TRUE,Moderate Trust
Gemini,financial_advice,44.99,660,TRUE,TRUE,FALSE,Very Specific,65+,PhD,High,First Time,Critical,Medium,FALSE,FALSE,4.4,TRUE,Checked Official Source,9.2,34.99,TRUE,Highly Skeptical
Mistral,factual_historical,88.79,234,FALSE,FALSE,FALSE,Moderate,25-34,High School,Expert,Expert,Medium,Medium,,FALSE,8.9,FALSE,,0,79.5,TRUE,Blind Trust
Gemini,factual_historical,92.76,204,FALSE,FALSE,TRUE,Vague,45-54,PhD,High,Expert,High,High,TRUE,TRUE,10,FALSE,,0,100,TRUE,Blind Trust
Llama,medical_advice,63.01,298,TRUE,TRUE,TRUE,Specific,45-54,Masters,Low,Intermediate,Critical,Low,FALSE,FALSE,5.8,TRUE,Checked Official Source,5,72,TRUE,Skeptical
Mistral,financial_advice,51.8,261,TRUE,FALSE,TRUE,Vague,55-64,Bachelors,Medium,Intermediate,Medium,High,FALSE,FALSE,6.4,TRUE,Asked Expert,35.8,57.82,TRUE,Skeptical
Claude,factual_historical,93.17,682,TRUE,FALSE,FALSE,Moderate,35-44,Masters,Expert,Intermediate,Critical,Medium,TRUE,TRUE,10,TRUE,Asked Colleague,40.9,85.61,TRUE,Moderate Trust
Gemini,general_knowledge,74.26,91,TRUE,FALSE,FALSE,Moderate,45-54,Professional,Medium,First Time,Low,High,,FALSE,10,FALSE,,0,69.98,FALSE,Blind Trust
Llama,legal_advice,67.67,720,TRUE,FALSE,TRUE,Very Specific,55-64,PhD,High,Intermediate,Critical,High,TRUE,TRUE,8,TRUE,Personal Testing,11.5,57.18,FALSE,Moderate Trust
ChatGPT-3.5,financial_advice,51.26,53,FALSE,FALSE,FALSE,Moderate,45-54,Professional,Low,First Time,High,Low,TRUE,TRUE,7.9,TRUE,Personal Testing,33.1,42.22,FALSE,Skeptical
Gemini,scientific_facts,79.38,563,FALSE,FALSE,TRUE,Vague,65+,Professional,Medium,Intermediate,Medium,None,,TRUE,8.4,TRUE,Asked Expert,40.4,66.59,TRUE,Moderate Trust
GPT-4,technical_coding,79.2,626,TRUE,FALSE,FALSE,Moderate,35-44,Bachelors,Expert,Intermediate,Low,High,TRUE,TRUE,10,FALSE,,0,91.28,TRUE,Blind Trust
ChatGPT-3.5,opinion_based,42.99,360,TRUE,TRUE,FALSE,Moderate,18-24,Professional,Expert,Expert,Low,None,TRUE,TRUE,7,TRUE,Academic Paper,21.3,46.79,FALSE,Skeptical
Gemini,opinion_based,42.16,264,FALSE,TRUE,FALSE,Moderate,25-34,PhD,Medium,First Time,High,None,,FALSE,5.2,TRUE,Google Search,16.1,28.78,FALSE,Skeptical
Gemini,math_calculation,95.97,613,FALSE,FALSE,TRUE,Vague,18-24,Bachelors,Expert,Advanced,Low,None,TRUE,TRUE,10,TRUE,Academic Paper,11.9,95.69,TRUE,Moderate Trust
Mistral,creative_writing,64.4,347,TRUE,TRUE,TRUE,Very Specific,35-44,High School,Expert,Advanced,Medium,High,,TRUE,7.4,FALSE,,0,57.29,TRUE,Moderate Trust
Gemini,current_events,79.98,342,TRUE,TRUE,TRUE,Specific,65+,Bachelors,Expert,First Time,Low,Low,,TRUE,10,FALSE,,0,59.5,FALSE,Blind Trust
Mistral,factual_historical,81.59,337,FALSE,FALSE,TRUE,Vague,25-34,High School,Medium,First Time,Low,Medium,FALSE,TRUE,8.6,FALSE,,0,78.37,TRUE,Blind Trust
Mistral,factual_historical,90.34,301,FALSE,TRUE,FALSE,Specific,35-44,High School,Low,First Time,Critical,Low,TRUE,TRUE,10,FALSE,,0,98.94,TRUE,Blind Trust
Llama,factual_historical,80.63,639,TRUE,TRUE,FALSE,Specific,18-24,Bachelors,Low,Intermediate,Critical,Low,,FALSE,8.3,TRUE,Cross-referenced Multiple AIs,14.6,81.36,TRUE,Moderate Trust
GPT-4,financial_advice,43.78,231,TRUE,FALSE,FALSE,Very Specific,65+,Professional,High,Expert,Critical,Low,TRUE,TRUE,6.3,TRUE,Asked Colleague,40.3,46.21,TRUE,Skeptical
Gemini,medical_advice,68.39,749,FALSE,TRUE,TRUE,Moderate,25-34,High School,Low,Advanced,Medium,Low,TRUE,TRUE,8.5,FALSE,,0,79.58,TRUE,Blind Trust
Llama,recipe_cooking,79.84,539,FALSE,TRUE,FALSE,Vague,35-44,PhD,Medium,Beginner,High,Low,,FALSE,8.6,FALSE,,0,72.56,TRUE,Blind Trust
Mistral,scientific_facts,77.35,119,FALSE,TRUE,TRUE,Moderate,35-44,PhD,Low,First Time,Medium,Low,FALSE,FALSE,8,TRUE,Academic Paper,32.1,62.63,TRUE,Moderate Trust
Gemini,recipe_cooking,83.24,380,FALSE,TRUE,FALSE,Moderate,45-54,PhD,Expert,Beginner,Critical,Low,FALSE,FALSE,5.7,TRUE,Consulted Documentation,22.4,79.5,FALSE,Skeptical
Mistral,financial_advice,47.15,128,TRUE,FALSE,FALSE,Specific,35-44,Professional,Medium,Advanced,High,High,,TRUE,5.7,TRUE,Asked Expert,18.2,56.05,TRUE,Skeptical
ChatGPT-3.5,opinion_based,57.76,435,FALSE,FALSE,TRUE,Very Specific,55-64,High School,Expert,Intermediate,Medium,High,TRUE,TRUE,7.5,FALSE,,0,56.14,TRUE,Moderate Trust
Gemini,medical_advice,74.84,301,FALSE,TRUE,TRUE,Moderate,55-64,High School,Low,Intermediate,High,Medium,FALSE,TRUE,5.6,TRUE,Asked Expert,17.7,71.53,TRUE,Skeptical
ChatGPT-3.5,factual_historical,88.1,135,TRUE,TRUE,FALSE,Specific,25-34,Bachelors,Expert,First Time,High,None,TRUE,TRUE,10,FALSE,,0,97.81,TRUE,Blind Trust
Gemini,math_calculation,92.99,394,FALSE,FALSE,FALSE,Vague,45-54,Masters,Expert,Intermediate,Medium,None,FALSE,TRUE,8.7,TRUE,Cross-referenced Multiple AIs,13.8,95.21,TRUE,Moderate Trust
GPT-4,medical_advice,68.32,641,TRUE,TRUE,FALSE,Moderate,18-24,Masters,High,Expert,High,High,,TRUE,6.8,TRUE,Cross-referenced Multiple AIs,22.9,71.34,TRUE,Skeptical
Claude,technical_coding,82.97,235,TRUE,FALSE,TRUE,Vague,25-34,Bachelors,Expert,Beginner,Low,Medium,FALSE,TRUE,9.7,TRUE,Google Search,16.6,77.31,TRUE,Moderate Trust
Mistral,opinion_based,54.6,763,TRUE,TRUE,FALSE,Vague,35-44,Bachelors,Low,Expert,Medium,Medium,FALSE,FALSE,6.1,FALSE,,0,42.94,TRUE,Moderate Trust
Claude,financial_advice,60.6,728,FALSE,FALSE,TRUE,Moderate,18-24,High School,Medium,Beginner,Medium,None,,TRUE,7.8,FALSE,,0,53.07,FALSE,Moderate Trust
ChatGPT-3.5,math_calculation,94.7,154,FALSE,TRUE,FALSE,Moderate,25-34,PhD,Medium,Advanced,High,High,,FALSE,9.2,TRUE,Asked Expert,3.4,99.72,TRUE,Moderate Trust
Claude,general_knowledge,70.55,719,TRUE,TRUE,TRUE,Very Specific,25-34,Masters,Medium,Beginner,Critical,Medium,TRUE,FALSE,10,FALSE,,0,73.17,FALSE,Blind Trust
Gemini,current_events,75.35,451,TRUE,TRUE,TRUE,Moderate,45-54,High School,High,Advanced,High,None,FALSE,FALSE,6.3,TRUE,Academic Paper,20.6,64.33,TRUE,Skeptical
Llama,general_knowledge,71.71,683,FALSE,TRUE,TRUE,Specific,25-34,Professional,Expert,Expert,Medium,Low,,FALSE,6.8,FALSE,,0,81.83,TRUE,Moderate Trust
ChatGPT-3.5,scientific_facts,70.86,581,FALSE,TRUE,FALSE,Very Specific,55-64,PhD,Low,Advanced,Low,Medium,FALSE,TRUE,6.4,TRUE,Checked Official Source,11.2,72.54,TRUE,Skeptical
Llama,math_calculation,90.19,624,FALSE,TRUE,TRUE,Very Specific,45-54,Professional,Low,Expert,Medium,Low,,FALSE,9,TRUE,Asked Expert,20.3,96.9,TRUE,Moderate Trust
ChatGPT-3.5,recipe_cooking,77.43,734,TRUE,TRUE,TRUE,Vague,45-54,Masters,High,Intermediate,High,None,,TRUE,7.8,TRUE,Consulted Documentation,2.5,91.09,TRUE,Skeptical
GPT-4,recipe_cooking,85.73,278,TRUE,TRUE,TRUE,Vague,45-54,PhD,High,Beginner,Critical,None,FALSE,FALSE,7.1,TRUE,Consulted Documentation,33.3,86.39,TRUE,Skeptical
Gemini,recipe_cooking,89.89,292,TRUE,TRUE,TRUE,Moderate,18-24,Professional,Medium,Beginner,Critical,Low,FALSE,TRUE,8.3,TRUE,Asked Colleague,6.1,87.71,TRUE,Moderate Trust
Claude,scientific_facts,82.32,268,FALSE,FALSE,TRUE,Specific,55-64,Bachelors,Expert,Intermediate,High,Low,,FALSE,7.7,TRUE,Academic Paper,44.5,90.16,TRUE,Skeptical
Mistral,technical_coding,94.61,310,FALSE,FALSE,FALSE,Vague,55-64,Professional,Expert,Beginner,High,Low,TRUE,TRUE,10,TRUE,Personal Testing,4.9,80.12,TRUE,Moderate Trust
Llama,creative_writing,61.32,142,FALSE,TRUE,FALSE,Specific,55-64,High School,Expert,Expert,Low,Low,TRUE,FALSE,7.6,TRUE,Academic Paper,14,73.94,TRUE,Skeptical
Gemini,technical_coding,89.36,341,TRUE,FALSE,FALSE,Specific,65+,High School,Expert,Beginner,Medium,Low,FALSE,FALSE,9.6,FALSE,,0,100,TRUE,Blind Trust
Llama,opinion_based,55.87,728,FALSE,TRUE,FALSE,Very Specific,25-34,High School,High,First Time,Low,High,FALSE,TRUE,5.5,FALSE,,0,49.36,TRUE,Skeptical
ChatGPT-3.5,math_calculation,90.42,642,FALSE,TRUE,FALSE,Very Specific,35-44,PhD,Low,Advanced,Low,Medium,,FALSE,9.8,TRUE,Asked Expert,21.5,82.06,TRUE,Moderate Trust
Gemini,recipe_cooking,86.18,468,FALSE,FALSE,TRUE,Specific,55-64,High School,Low,Advanced,Critical,Low,,FALSE,8.5,TRUE,Academic Paper,31.9,97.51,TRUE,Moderate Trust
Llama,opinion_based,44.19,192,FALSE,FALSE,TRUE,Moderate,45-54,Masters,Low,Intermediate,Medium,Medium,TRUE,FALSE,6,TRUE,Consulted Documentation,36,25.54,FALSE,Skeptical
Gemini,scientific_facts,83.61,197,FALSE,FALSE,FALSE,Very Specific,25-34,Bachelors,Low,Intermediate,High,None,FALSE,TRUE,8,TRUE,Asked Colleague,41.8,69.38,TRUE,Moderate Trust
Claude,current_events,58.28,378,TRUE,TRUE,FALSE,Very Specific,35-44,Professional,Low,First Time,Critical,None,FALSE,FALSE,6.3,TRUE,Asked Expert,43.8,53.43,TRUE,Skeptical
Mistral,math_calculation,98.54,783,TRUE,FALSE,FALSE,Very Specific,65+,High School,Low,Beginner,Medium,High,,TRUE,10,FALSE,,0,88.36,TRUE,Blind Trust
Llama,scientific_facts,73.22,497,TRUE,TRUE,TRUE,Specific,25-34,High School,Low,Advanced,High,High,,FALSE,8.1,FALSE,,0,70.57,TRUE,Blind Trust
Llama,current_events,63.42,681,TRUE,TRUE,TRUE,Moderate,45-54,Professional,Low,Intermediate,Critical,Low,,TRUE,6.3,TRUE,Cross-referenced Multiple AIs,9.8,57.42,TRUE,Skeptical
Claude,factual_historical,74.16,137,FALSE,TRUE,FALSE,Very Specific,18-24,PhD,Medium,Beginner,Critical,Medium,,FALSE,7.8,TRUE,Personal Testing,38.7,62.91,TRUE,Skeptical
ChatGPT-3.5,medical_advice,52.75,255,TRUE,FALSE,FALSE,Moderate,35-44,High School,High,Expert,High,Low,FALSE,FALSE,4.6,TRUE,Checked Official Source,41.8,58.78,TRUE,Highly Skeptical
GPT-4,medical_advice,69.21,281,TRUE,TRUE,FALSE,Moderate,35-44,High School,Expert,Beginner,High,High,TRUE,FALSE,8.7,FALSE,,0,54.56,FALSE,Blind Trust
Mistral,financial_advice,41.63,584,FALSE,TRUE,TRUE,Specific,25-34,High School,Low,Advanced,Medium,High,,FALSE,4,FALSE,,0,42.69,TRUE,Skeptical
GPT-4,scientific_facts,81.53,504,FALSE,FALSE,FALSE,Vague,65+,Bachelors,Low,Intermediate,Critical,Medium,FALSE,FALSE,6.6,TRUE,Asked Colleague,21.4,94.86,FALSE,Skeptical
Mistral,technical_coding,90.4,685,TRUE,FALSE,TRUE,Specific,18-24,High School,Medium,Beginner,Medium,Medium,FALSE,FALSE,10,FALSE,,0,94.36,TRUE,Blind Trust
Mistral,general_knowledge,69.41,190,FALSE,FALSE,TRUE,Moderate,25-34,PhD,Low,Beginner,High,High,TRUE,FALSE,9.1,TRUE,Academic Paper,4.6,75.85,TRUE,Moderate Trust
Llama,recipe_cooking,81.43,413,TRUE,FALSE,TRUE,Moderate,55-64,Masters,Medium,Advanced,High,Low,FALSE,TRUE,7.8,TRUE,Personal Testing,8.6,88.34,TRUE,Skeptical
GPT-4,current_events,59.65,739,FALSE,FALSE,FALSE,Very Specific,35-44,Professional,Medium,Beginner,Low,None,,FALSE,8.1,TRUE,Asked Colleague,7.8,42.37,FALSE,Moderate Trust
Claude,factual_historical,85.95,490,TRUE,FALSE,FALSE,Moderate,25-34,Masters,Medium,Intermediate,Critical,Low,FALSE,TRUE,8.1,TRUE,Academic Paper,15.4,84.26,TRUE,Moderate Trust
GPT-4,general_knowledge,74.71,554,TRUE,TRUE,TRUE,Specific,45-54,High School,Low,Expert,Medium,Medium,,TRUE,9.1,FALSE,,0,77.03,TRUE,Blind Trust
Gemini,scientific_facts,75.99,77,FALSE,TRUE,FALSE,Vague,65+,Bachelors,High,Beginner,Critical,Low,TRUE,FALSE,8.7,FALSE,,0,79.18,TRUE,Blind Trust
Claude,general_knowledge,83.64,263,TRUE,TRUE,FALSE,Very Specific,25-34,PhD,Low,Expert,High,Low,FALSE,TRUE,7.2,TRUE,Checked Official Source,2.1,80.25,TRUE,Skeptical
GPT-4,opinion_based,57.05,123,FALSE,TRUE,TRUE,Very Specific,18-24,Professional,Expert,First Time,Medium,High,FALSE,TRUE,4.8,TRUE,Google Search,44.4,36.28,TRUE,Highly Skeptical
Gemini,recipe_cooking,84.59,336,FALSE,FALSE,FALSE,Vague,25-34,Bachelors,Expert,First Time,Medium,Medium,,FALSE,9.5,TRUE,Asked Expert,40.7,75.82,TRUE,Moderate Trust
Mistral,recipe_cooking,81.15,738,TRUE,FALSE,TRUE,Vague,35-44,Bachelors,High,First Time,Low,High,,TRUE,10,FALSE,,0,95.23,TRUE,Blind Trust
ChatGPT-3.5,scientific_facts,82.92,764,FALSE,TRUE,TRUE,Very Specific,65+,Masters,Low,Advanced,Medium,Medium,FALSE,FALSE,7.9,FALSE,,0,84.96,TRUE,Moderate Trust
GPT-4,factual_historical,86.93,559,TRUE,TRUE,FALSE,Vague,35-44,Professional,Low,Advanced,Medium,Low,FALSE,FALSE,8.8,FALSE,,0,95.92,TRUE,Blind Trust
Mistral,math_calculation,89.22,795,TRUE,TRUE,TRUE,Moderate,65+,Masters,High,First Time,High,None,,FALSE,9.9,FALSE,,0,100,TRUE,Blind Trust
Gemini,financial_advice,44.28,529,TRUE,FALSE,FALSE,Very Specific,55-64,PhD,High,Expert,Low,Low,FALSE,TRUE,4.9,TRUE,Google Search,13.9,33.8,TRUE,Highly Skeptical
Gemini,financial_advice,58.49,355,TRUE,TRUE,TRUE,Specific,25-34,Bachelors,Low,First Time,Critical,Low,FALSE,FALSE,6.8,TRUE,Google Search,33,66.97,TRUE,Skeptical
Gemini,creative_writing,65.2,609,FALSE,FALSE,FALSE,Specific,55-64,PhD,Expert,Advanced,Medium,Medium,,FALSE,6.5,FALSE,,0,70.18,TRUE,Moderate Trust
ChatGPT-3.5,math_calculation,85.55,163,TRUE,TRUE,TRUE,Vague,55-64,Masters,Expert,Expert,Medium,High,,FALSE,8.4,TRUE,Google Search,44.8,84.62,TRUE,Moderate Trust
ChatGPT-3.5,scientific_facts,86,80,TRUE,FALSE,TRUE,Moderate,18-24,Bachelors,Medium,First Time,High,None,FALSE,TRUE,9.8,FALSE,,0,79.96,TRUE,Blind Trust
Llama,creative_writing,78.18,114,FALSE,TRUE,TRUE,Vague,55-64,Bachelors,Expert,Intermediate,Medium,Medium,,TRUE,7.5,FALSE,,0,82.65,TRUE,Moderate Trust
Llama,opinion_based,54.8,241,FALSE,TRUE,FALSE,Vague,25-34,PhD,Expert,Expert,High,Low,,TRUE,4.3,TRUE,Google Search,7.3,48.15,TRUE,Highly Skeptical
Claude,math_calculation,86.88,217,TRUE,FALSE,FALSE,Vague,35-44,Bachelors,Medium,Beginner,Critical,Medium,FALSE,FALSE,8.9,TRUE,Asked Colleague,3.9,75.18,TRUE,Moderate Trust
Claude,opinion_based,52.43,396,TRUE,TRUE,TRUE,Moderate,35-44,Masters,Expert,Advanced,Medium,Low,TRUE,FALSE,7.2,TRUE,Google Search,35.9,47.14,FALSE,Skeptical
Claude,technical_coding,94.22,163,TRUE,FALSE,FALSE,Vague,65+,PhD,High,Beginner,Medium,Medium,,FALSE,10,FALSE,,0,95.96,TRUE,Blind Trust
Mistral,medical_advice,70.93,577,FALSE,FALSE,TRUE,Vague,25-34,High School,High,Beginner,Medium,None,FALSE,TRUE,6.9,FALSE,,0,75.6,TRUE,Moderate Trust
GPT-4,general_knowledge,82.44,347,TRUE,FALSE,FALSE,Specific,55-64,Professional,High,Expert,Critical,Low,TRUE,FALSE,10,TRUE,Cross-referenced Multiple AIs,11.4,95.46,TRUE,Moderate Trust
ChatGPT-3.5,opinion_based,53.88,696,FALSE,FALSE,TRUE,Specific,65+,Masters,Medium,Advanced,High,High,TRUE,TRUE,6.5,TRUE,Asked Colleague,23.4,31.73,FALSE,Skeptical
Mistral,medical_advice,55.75,240,TRUE,FALSE,TRUE,Vague,65+,High School,Low,Advanced,Medium,Medium,,FALSE,7.1,FALSE,,0,42.98,FALSE,Moderate Trust
Llama,factual_historical,70.47,441,TRUE,TRUE,TRUE,Moderate,25-34,Professional,High,Expert,Low,Medium,FALSE,TRUE,6.8,FALSE,,0,83.14,TRUE,Moderate Trust
Gemini,medical_advice,62.75,503,FALSE,TRUE,TRUE,Vague,55-64,High School,Medium,Advanced,Low,Medium,,TRUE,7.1,FALSE,,0,66.3,TRUE,Moderate Trust
Mistral,scientific_facts,72.67,738,TRUE,FALSE,TRUE,Specific,65+,Bachelors,Expert,Advanced,Critical,Low,FALSE,TRUE,6.8,TRUE,Cross-referenced Multiple AIs,32.1,74.55,TRUE,Skeptical
GPT-4,financial_advice,59.17,604,TRUE,FALSE,FALSE,Specific,65+,Bachelors,Low,Beginner,Medium,High,FALSE,FALSE,8,FALSE,,0,63.38,TRUE,Blind Trust
ChatGPT-3.5,math_calculation,91.96,148,TRUE,FALSE,FALSE,Very Specific,18-24,Professional,Medium,Beginner,Low,None,,FALSE,10,FALSE,,0,90.13,TRUE,Blind Trust
Claude,opinion_based,46.8,192,FALSE,TRUE,FALSE,Moderate,65+,PhD,Expert,Intermediate,Medium,None,FALSE,FALSE,3.6,TRUE,Cross-referenced Multiple AIs,15.1,30.87,TRUE,Highly Skeptical
Gemini,recipe_cooking,89.44,66,TRUE,TRUE,TRUE,Moderate,25-34,Bachelors,Expert,Expert,High,Medium,TRUE,TRUE,10,TRUE,Checked Official Source,20.4,83.57,TRUE,Moderate Trust
Gemini,technical_coding,79.84,381,TRUE,TRUE,TRUE,Specific,65+,PhD,High,Intermediate,High,Medium,,TRUE,8.3,FALSE,,0,70.69,TRUE,Blind Trust
ChatGPT-3.5,opinion_based,55.92,602,FALSE,FALSE,FALSE,Moderate,35-44,High School,High,Intermediate,Medium,Medium,FALSE,FALSE,4.4,FALSE,,0,31.19,TRUE,Skeptical
Claude,legal_advice,57.18,603,FALSE,TRUE,TRUE,Specific,35-44,Masters,Medium,Beginner,Low,Low,,TRUE,7.5,FALSE,,0,60.06,TRUE,Moderate Trust
Llama,factual_historical,84.67,664,TRUE,TRUE,TRUE,Moderate,45-54,High School,Expert,Beginner,High,Medium,TRUE,FALSE,10,FALSE,,0,84.87,TRUE,Blind Trust
Gemini,factual_historical,85.75,728,FALSE,FALSE,FALSE,Vague,35-44,Masters,Low,Intermediate,Medium,Medium,TRUE,FALSE,10,TRUE,Academic Paper,44,97.23,TRUE,Moderate Trust
Gemini,medical_advice,50.03,309,FALSE,FALSE,TRUE,Very Specific,35-44,PhD,High,Expert,Critical,High,TRUE,TRUE,5.6,TRUE,Asked Expert,35.2,57.39,TRUE,Skeptical
ChatGPT-3.5,technical_coding,87.78,443,FALSE,TRUE,FALSE,Vague,18-24,PhD,Medium,Expert,Low,None,FALSE,TRUE,7.6,TRUE,Academic Paper,42.5,100,FALSE,Skeptical
Llama,medical_advice,65.77,559,FALSE,FALSE,FALSE,Specific,35-44,Bachelors,Expert,Advanced,Medium,Low,FALSE,TRUE,5.9,TRUE,Cross-referenced Multiple AIs,3.9,78.56,TRUE,Skeptical
Llama,medical_advice,57.21,641,TRUE,TRUE,TRUE,Vague,18-24,Professional,Medium,Expert,Critical,High,,TRUE,5.2,TRUE,Personal Testing,34.6,59.12,TRUE,Skeptical
ChatGPT-3.5,creative_writing,73.56,556,TRUE,FALSE,FALSE,Specific,65+,Bachelors,Low,Intermediate,Low,Medium,,FALSE,9.5,TRUE,Asked Colleague,26.5,87.03,TRUE,Moderate Trust
Gemini,financial_advice,48.51,71,TRUE,TRUE,FALSE,Specific,55-64,High School,High,First Time,High,High,TRUE,TRUE,7.9,TRUE,Google Search,8.2,40.53,FALSE,Skeptical
Gemini,math_calculation,94.38,427,TRUE,TRUE,FALSE,Moderate,55-64,PhD,Expert,Beginner,Low,High,TRUE,FALSE,10,TRUE,Cross-referenced Multiple AIs,22.9,83.39,TRUE,Moderate Trust
Claude,factual_historical,83.83,448,TRUE,TRUE,FALSE,Vague,65+,Bachelors,Medium,Advanced,Medium,Low,FALSE,TRUE,8.6,FALSE,,0,69.52,TRUE,Blind Trust
Claude,financial_advice,59.1,237,TRUE,FALSE,FALSE,Vague,65+,Bachelors,Low,Intermediate,Medium,High,TRUE,TRUE,9.2,FALSE,,0,67.41,FALSE,Blind Trust
GPT-4,legal_advice,64.49,203,FALSE,TRUE,FALSE,Moderate,55-64,Professional,Low,Advanced,Critical,None,,FALSE,5.3,TRUE,Personal Testing,27.4,57.8,TRUE,Skeptical
ChatGPT-3.5,current_events,63.52,491,FALSE,FALSE,FALSE,Vague,25-34,High School,Low,Advanced,Critical,Low,,TRUE,6.2,TRUE,Google Search,8.8,39.71,FALSE,Skeptical
Claude,creative_writing,75.25,66,FALSE,TRUE,FALSE,Vague,65+,Bachelors,Low,Beginner,Low,Low,FALSE,TRUE,8.3,FALSE,,0,73.46,TRUE,Blind Trust
ChatGPT-3.5,creative_writing,76.41,199,TRUE,TRUE,FALSE,Specific,55-64,High School,Medium,Intermediate,High,None,FALSE,TRUE,7.6,TRUE,Asked Expert,23.3,74.9,TRUE,Skeptical
ChatGPT-3.5,medical_advice,54.3,423,FALSE,TRUE,FALSE,Vague,25-34,PhD,Expert,Beginner,Low,Low,TRUE,FALSE,7.7,TRUE,Google Search,43.2,61.44,TRUE,Skeptical
GPT-4,technical_coding,94.42,684,TRUE,TRUE,FALSE,Vague,25-34,Masters,High,Expert,High,None,,TRUE,9.7,TRUE,Cross-referenced Multiple AIs,38.2,83.9,TRUE,Moderate Trust
Llama,general_knowledge,76.98,507,TRUE,FALSE,FALSE,Very Specific,35-44,PhD,Medium,Expert,Low,Medium,TRUE,FALSE,10,TRUE,Asked Colleague,5,64.54,FALSE,Moderate Trust
ChatGPT-3.5,scientific_facts,89.04,435,TRUE,FALSE,FALSE,Moderate,25-34,PhD,Expert,Intermediate,Low,Low,FALSE,FALSE,9.8,FALSE,,0,94.1,TRUE,Blind Trust
